country,ssp_range,year_range,p0.05,p0.50,p0.95
"Iran, Islamic Republic of",SSP2-4.5,2080-2099,67.24,79.23,89.73
Iraq,SSP2-4.5,1986-2005,142.32,144.35,148.35
Iraq,SSP2-4.5,2020-2039,153.03,159.25,162.08
Iraq,SSP2-4.5,2040-2059,156.43,163.21,168.19
Iraq,SSP2-4.5,2080-2099,159.96,172.04,176.98
Iceland,SSP2-4.5,1986-2005,0.00,0.00,0.00
Iceland,SSP2-4.5,2020-2039,0.00,0.00,0.00
Iceland,SSP2-4.5,2040-2059,0.00,0.00,0.00
Iceland,SSP2-4.5,2080-2099,0.00,0.00,0.00
Israel,SSP2-4.5,1986-2005,8.55,9.64,11.59
Israel,SSP2-4.5,2020-2039,19.59,22.38,27.85
Israel,SSP2-4.5,2040-2059,24.45,29.14,38.28
Israel,SSP2-4.5,2080-2099,30.80,43.31,53.92
Italy,SSP2-4.5,1986-2005,0.52,0.72,1.15
Italy,SSP2-4.5,2020-2039,1.78,2.64,4.32
Italy,SSP2-4.5,2040-2059,2.50,3.92,7.68
Italy,SSP2-4.5,2080-2099,3.23,7.34,15.60
Jamaica,SSP2-4.5,1986-2005,0.00,0.00,0.00
Jamaica,SSP2-4.5,2020-2039,0.00,0.00,0.03
Jamaica,SSP2-4.5,2040-2059,0.00,0.02,0.11
Jamaica,SSP2-4.5,2080-2099,0.00,0.11,1.08
Jersey,SSP2-4.5,1986-2005,0.00,0.00,0.00
Jersey,SSP2-4.5,2020-2039,0.00,0.00,0.00
Jersey,SSP2-4.5,2040-2059,0.00,0.00,0.00
Jersey,SSP2-4.5,2080-2099,0.00,0.00,0.00
Jordan,SSP2-4.5,1986-2005,19.20,21.84,25.01
Jordan,SSP2-4.5,2020-2039,42.79,47.05,57.34
Jordan,SSP2-4.5,2040-2059,52.05,60.00,74.21
Jordan,SSP2-4.5,2080-2099,62.35,82.64,93.76
Japan,SSP2-4.5,1986-2005,0.15,0.27,0.42
Japan,SSP2-4.5,2020-2039,0.51,0.82,1.60
Japan,SSP2-4.5,2040-2059,0.94,1.53,2.84
Japan,SSP2-4.5,2080-2099,1.05,2.38,5.59
Kazakhstan,SSP2-4.5,1986-2005,8.19,9.20,11.12
Kazakhstan,SSP2-4.5,2020-2039,13.57,15.71,19.28
Kazakhstan,SSP2-4.5,2040-2059,15.19,20.09,25.58
Kazakhstan,SSP2-4.5,2080-2099,20.49,26.68,31.00
Kenya,SSP2-4.5,1986-2005,10.55,11.21,15.24
Kenya,SSP2-4.5,2020-2039,15.25,17.56,19.56
Kenya,SSP2-4.5,2040-2059,16.80,21.12,26.13
Kenya,SSP2-4.5,2080-2099,19.35,27.78,35.49
Kyrgyzstan,SSP2-4.5,1986-2005,0.58,0.75,1.14
Kyrgyzstan,SSP2-4.5,2020-2039,1.05,1.69,2.45
Kyrgyzstan,SSP2-4.5,2040-2059,1.32,2.25,4.45
Kyrgyzstan,SSP2-4.5,2080-2099,2.27,3.75,6.40
Cambodia,SSP2-4.5,1986-2005,39.22,44.36,48.63
Cambodia,SSP2-4.5,2020-2039,54.58,63.54,76.40
Cambodia,SSP2-4.5,2040-2059,60.65,80.19,98.91
Cambodia,SSP2-4.5,2080-2099,56.04,93.65,129.04
Kiribati,SSP2-4.5,1986-2005,0.00,0.00,0.00
Kiribati,SSP2-4.5,2020-2039,0.00,0.00,0.00
Kiribati,SSP2-4.5,2040-2059,0.00,0.00,0.00
Kiribati,SSP2-4.5,2080-2099,0.00,0.00,0.00
Saint Kitts and Nevis,SSP2-4.5,1986-2005,0.00,0.00,0.00
Saint Kitts and Nevis,SSP2-4.5,2020-2039,0.00,0.00,0.00
Saint Kitts and Nevis,SSP2-4.5,2040-2059,0.00,0.00,0.00
Saint Kitts and Nevis,SSP2-4.5,2080-2099,0.00,0.00,0.00
"Korea, Republic of",SSP2-4.5,1986-2005,0.23,0.38,0.61
"Korea, Republic of",SSP2-4.5,2020-2039,0.52,1.06,2.02
"Korea, Republic of",SSP2-4.5,2040-2059,0.96,1.94,3.93
"Korea, Republic of",SSP2-4.5,2080-2099,1.37,3.61,9.14
Kuwait,SSP2-4.5,1986-2005,157.76,161.11,163.36
Kuwait,SSP2-4.5,2020-2039,170.13,174.31,176.92
Kuwait,SSP2-4.5,2040-2059,171.82,178.96,183.38
Kuwait,SSP2-4.5,2080-2099,175.30,186.95,192.86
Lao People's Democratic Republic,SSP2-4.5,1986-2005,8.17,9.80,12.15
Lao People's Democratic Republic,SSP2-4.5,2020-2039,11.89,16.66,21.01
Lao People's Democratic Republic,SSP2-4.5,2040-2059,15.29,24.39,32.62
Lao People's Democratic Republic,SSP2-4.5,2080-2099,16.42,32.05,52.42
Lebanon,SSP2-4.5,1986-2005,0.27,0.38,1.00
Lebanon,SSP2-4.5,2020-2039,1.18,1.51,2.35
Lebanon,SSP2-4.5,2040-2059,1.62,2.37,3.68
Lebanon,SSP2-4.5,2080-2099,2.70,4.78,9.17
Liberia,SSP2-4.5,1986-2005,0.38,0.60,0.94
Liberia,SSP2-4.5,2020-2039,0.53,1.56,3.36
Liberia,SSP2-4.5,2040-2059,0.39,2.94,6.39
Liberia,SSP2-4.5,2080-2099,0.63,5.50,13.69
Libya,SSP2-4.5,1986-2005,67.99,71.18,73.51
Libya,SSP2-4.5,2020-2039,88.56,94.02,99.66
Libya,SSP2-4.5,2040-2059,94.96,102.05,110.29
Libya,SSP2-4.5,2080-2099,99.60,113.87,125.50
Saint Lucia,SSP2-4.5,1986-2005,0.00,0.00,0.00
Saint Lucia,SSP2-4.5,2020-2039,0.00,0.00,0.00
Saint Lucia,SSP2-4.5,2040-2059,0.00,0.00,0.00
Saint Lucia,SSP2-4.5,2080-2099,0.00,0.00,0.00
Liechtenstein,SSP2-4.5,1986-2005,0.00,0.00,0.00
Liechtenstein,SSP2-4.5,2020-2039,0.00,0.00,0.02
Liechtenstein,SSP2-4.5,2040-2059,0.00,0.00,0.03
Liechtenstein,SSP2-4.5,2080-2099,0.00,0.02,0.17
Sri Lanka,SSP2-4.5,1986-2005,4.35,5.95,6.44
Sri Lanka,SSP2-4.5,2020-2039,8.46,10.70,12.56
Sri Lanka,SSP2-4.5,2040-2059,12.32,15.12,18.01
Sri Lanka,SSP2-4.5,2080-2099,15.40,22.35,31.08
Lesotho,SSP2-4.5,1986-2005,0.02,0.04,0.09
Lesotho,SSP2-4.5,2020-2039,0.03,0.25,0.47
Lesotho,SSP2-4.5,2040-2059,0.05,0.44,1.16
Lesotho,SSP2-4.5,2080-2099,0.33,0.93,2.64
Lithuania,SSP2-4.5,1986-2005,0.00,0.00,0.04
Lithuania,SSP2-4.5,2020-2039,0.00,0.12,0.34
Lithuania,SSP2-4.5,2040-2059,0.02,0.29,0.56
Lithuania,SSP2-4.5,2080-2099,0.10,0.51,1.21
Luxembourg,SSP2-4.5,1986-2005,0.06,0.14,0.25
Luxembourg,SSP2-4.5,2020-2039,0.18,0.60,1.72
Luxembourg,SSP2-4.5,2040-2059,0.36,1.00,1.93
Luxembourg,SSP2-4.5,2080-2099,0.71,1.63,2.88
Latvia,SSP2-4.5,1986-2005,0.00,0.00,0.01
Latvia,SSP2-4.5,2020-2039,0.00,0.06,0.31
Latvia,SSP2-4.5,2040-2059,0.01,0.16,0.61
Latvia,SSP2-4.5,2080-2099,0.03,0.27,1.24
Macao,SSP2-4.5,1986-2005,0.00,0.00,0.00
Macao,SSP2-4.5,2020-2039,0.00,0.00,0.03
Macao,SSP2-4.5,2040-2059,0.00,0.00,0.19
Macao,SSP2-4.5,2080-2099,0.00,0.05,1.14
Saint Martin (French part),SSP2-4.5,1986-2005,0.00,0.00,0.00
Saint Martin (French part),SSP2-4.5,2020-2039,0.00,0.00,0.00
Saint Martin (French part),SSP2-4.5,2040-2059,0.00,0.00,0.00
Saint Martin (French part),SSP2-4.5,2080-2099,0.00,0.00,0.00
Morocco,SSP2-4.5,1986-2005,14.79,16.02,17.93
Morocco,SSP2-4.5,2020-2039,20.97,23.66,27.25
Morocco,SSP2-4.5,2040-2059,24.32,27.98,31.86
Morocco,SSP2-4.5,2080-2099,27.67,34.70,41.37
Monaco,SSP2-4.5,1986-2005,0.00,0.00,0.00
Monaco,SSP2-4.5,2020-2039,0.00,0.00,0.00
Monaco,SSP2-4.5,2040-2059,0.00,0.00,0.08
Monaco,SSP2-4.5,2080-2099,0.00,0.00,0.52
"Moldova, Republic of",SSP2-4.5,1986-2005,1.02,1.91,2.95
"Moldova, Republic of",SSP2-4.5,2020-2039,3.89,5.24,8.66
"Moldova, Republic of",SSP2-4.5,2040-2059,4.54,7.75,12.00
"Moldova, Republic of",SSP2-4.5,2080-2099,7.03,12.42,18.95
Madagascar,SSP2-4.5,1986-2005,3.42,4.29,4.70
Madagascar,SSP2-4.5,2020-2039,7.03,8.54,11.14
Madagascar,SSP2-4.5,2040-2059,9.12,11.76,16.90
Madagascar,SSP2-4.5,2080-2099,10.87,17.16,28.01
Maldives,SSP2-4.5,1986-2005,0.00,0.00,0.00
Maldives,SSP2-4.5,2020-2039,0.00,0.00,0.00
Maldives,SSP2-4.5,2040-2059,0.00,0.00,0.00
Maldives,SSP2-4.5,2080-2099,0.00,0.00,0.00
Mexico,SSP2-4.5,1986-2005,18.74,20.00,21.79
Mexico,SSP2-4.5,2020-2039,27.35,30.02,33.61
Mexico,SSP2-4.5,2040-2059,33.53,36.43,39.94
Mexico,SSP2-4.5,2080-2099,37.77,46.23,56.87
Marshall Islands,SSP2-4.5,1986-2005,0.00,0.00,0.00
Marshall Islands,SSP2-4.5,2020-2039,0.00,0.00,0.00
Marshall Islands,SSP2-4.5,2040-2059,0.00,0.00,0.00
Marshall Islands,SSP2-4.5,2080-2099,0.00,0.00,0.00
North Macedonia,SSP2-4.5,1986-2005,2.07,3.31,4.38
North Macedonia,SSP2-4.5,2020-2039,6.83,9.22,11.90
North Macedonia,SSP2-4.5,2040-2059,8.38,11.99,18.27
North Macedonia,SSP2-4.5,2080-2099,10.73,19.20,28.09
Mali,SSP2-4.5,1986-2005,174.52,181.41,188.94
Mali,SSP2-4.5,2020-2039,191.68,205.01,213.96
Mali,SSP2-4.5,2040-2059,205.07,221.56,237.14
Mali,SSP2-4.5,2080-2099,218.01,241.12,254.72
Malta,SSP2-4.5,1986-2005,0.00,0.00,0.00
Malta,SSP2-4.5,2020-2039,0.00,0.00,0.00
Malta,SSP2-4.5,2040-2059,0.00,0.00,0.00
Malta,SSP2-4.5,2080-2099,0.00,0.00,0.01
Myanmar,SSP2-4.5,1986-2005,33.87,38.34,40.95
Myanmar,SSP2-4.5,2020-2039,34.50,45.56,48.38
Myanmar,SSP2-4.5,2040-2059,42.61,53.89,63.07
Myanmar,SSP2-4.5,2080-2099,44.50,64.88,82.82
Montenegro,SSP2-4.5,1986-2005,0.00,0.04,0.07
Montenegro,SSP2-4.5,2020-2039,0.10,0.38,0.92
Montenegro,SSP2-4.5,2040-2059,0.20,0.75,1.92
Montenegro,SSP2-4.5,2080-2099,0.20,1.99,4.99
Mongolia,SSP2-4.5,1986-2005,0.72,0.91,1.15
Mongolia,SSP2-4.5,2020-2039,1.80,2.27,3.34
Mongolia,SSP2-4.5,2040-2059,2.31,3.25,5.11
Mongolia,SSP2-4.5,2080-2099,2.64,4.25,7.30
Northern Mariana Islands,SSP2-4.5,1986-2005,0.00,0.00,0.00
Northern Mariana Islands,SSP2-4.5,2020-2039,0.00,0.00,0.00
Northern Mariana Islands,SSP2-4.5,2040-2059,0.00,0.00,0.00
Northern Mariana Islands,SSP2-4.5,2080-2099,0.00,0.00,0.00
Mozambique,SSP2-4.5,1986-2005,8.60,10.55,12.40
Mozambique,SSP2-4.5,2020-2039,14.57,18.24,20.90
Mozambique,SSP2-4.5,2040-2059,19.11,22.98,27.02
Mozambique,SSP2-4.5,2080-2099,23.47,29.66,42.31
Mauritania,SSP2-4.5,1986-2005,174.49,177.50,181.16
Mauritania,SSP2-4.5,2020-2039,191.15,198.65,206.19
Mauritania,SSP2-4.5,2040-2059,200.20,209.66,221.35
Mauritania,SSP2-4.5,2080-2099,211.56,223.03,235.00
Montserrat,SSP2-4.5,1986-2005,0.00,0.00,0.00
Montserrat,SSP2-4.5,2020-2039,0.00,0.00,0.00
Montserrat,SSP2-4.5,2040-2059,0.00,0.00,0.00
Montserrat,SSP2-4.5,2080-2099,0.00,0.00,0.00
Martinique,SSP2-4.5,1986-2005,0.00,0.00,0.00
Martinique,SSP2-4.5,2020-2039,0.00,0.00,0.00
Martinique,SSP2-4.5,2040-2059,0.00,0.00,0.00
Martinique,SSP2-4.5,2080-2099,0.00,0.00,0.00
Mauritius,SSP2-4.5,1986-2005,0.00,0.00,0.00
Mauritius,SSP2-4.5,2020-2039,0.00,0.00,0.00
Mauritius,SSP2-4.5,2040-2059,0.00,0.00,0.00
Mauritius,SSP2-4.5,2080-2099,0.00,0.00,0.00
Malawi,SSP2-4.5,1986-2005,3.95,4.72,5.37
Malawi,SSP2-4.5,2020-2039,6.19,7.85,9.81
Malawi,SSP2-4.5,2040-2059,8.11,10.83,14.83
Malawi,SSP2-4.5,2080-2099,9.68,14.52,23.44
Malaysia,SSP2-4.5,1986-2005,0.96,1.31,1.62
Malaysia,SSP2-4.5,2020-2039,1.65,2.46,4.22
Malaysia,SSP2-4.5,2040-2059,1.76,3.95,7.57
Malaysia,SSP2-4.5,2080-2099,2.00,7.59,17.05
Mayotte,SSP2-4.5,1986-2005,0.00,0.00,0.00
Mayotte,SSP2-4.5,2020-2039,0.00,0.00,0.00
Mayotte,SSP2-4.5,2040-2059,0.00,0.00,0.00
Mayotte,SSP2-4.5,2080-2099,0.00,0.00,0.00
Namibia,SSP2-4.5,1986-2005,19.75,23.43,27.01
Namibia,SSP2-4.5,2020-2039,35.85,45.35,54.83
Namibia,SSP2-4.5,2040-2059,45.97,56.44,73.89
Namibia,SSP2-4.5,2080-2099,58.51,74.82,96.14
New Caledonia,SSP2-4.5,1986-2005,0.00,0.00,0.00
New Caledonia,SSP2-4.5,2020-2039,0.00,0.00,0.00
New Caledonia,SSP2-4.5,2040-2059,0.00,0.00,0.00
New Caledonia,SSP2-4.5,2080-2099,0.00,0.00,0.00
Niger,SSP2-4.5,1986-2005,193.29,199.54,203.25
Niger,SSP2-4.5,2020-2039,210.48,221.82,230.15
Niger,SSP2-4.5,2040-2059,217.91,230.86,250.49
Niger,SSP2-4.5,2080-2099,232.80,251.31,262.25
Norfolk Island,SSP2-4.5,1986-2005,0.00,0.00,0.00
Norfolk Island,SSP2-4.5,2020-2039,0.00,0.00,0.00
Norfolk Island,SSP2-4.5,2040-2059,0.00,0.00,0.00
Norfolk Island,SSP2-4.5,2080-2099,0.00,0.00,0.00
Nigeria,SSP2-4.5,1986-2005,71.14,73.79,79.36
Nigeria,SSP2-4.5,2020-2039,74.29,90.52,98.36
Nigeria,SSP2-4.5,2040-2059,82.78,103.47,119.74
Nigeria,SSP2-4.5,2080-2099,94.36,124.59,144.18
Nicaragua,SSP2-4.5,1986-2005,5.71,7.14,8.59
Nicaragua,SSP2-4.5,2020-2039,11.06,14.46,17.17
Nicaragua,SSP2-4.5,2040-2059,16.01,20.38,27.07
Nicaragua,SSP2-4.5,2080-2099,21.77,34.61,53.08
Niue,SSP2-4.5,1986-2005,0.00,0.00,0.00
Niue,SSP2-4.5,2020-2039,0.00,0.00,0.00
Niue,SSP2-4.5,2040-2059,0.00,0.00,0.00
Niue,SSP2-4.5,2080-2099,0.00,0.00,0.00
Netherlands,SSP2-4.5,1986-2005,0.01,0.05,0.12
Netherlands,SSP2-4.5,2020-2039,0.09,0.18,0.65
Netherlands,SSP2-4.5,2040-2059,0.12,0.38,0.82
Netherlands,SSP2-4.5,2080-2099,0.28,0.61,1.41
Norway,SSP2-4.5,1986-2005,0.00,0.00,0.00
Norway,SSP2-4.5,2020-2039,0.00,0.00,0.02
Norway,SSP2-4.5,2040-2059,0.00,0.00,0.04
Norway,SSP2-4.5,2080-2099,0.00,0.00,0.06
Nepal,SSP2-4.5,1986-2005,20.96,25.32,28.99
Nepal,SSP2-4.5,2020-2039,21.57,26.80,33.27
Nepal,SSP2-4.5,2040-2059,25.92,32.95,40.01
Nepal,SSP2-4.5,2080-2099,29.46,43.31,55.92
Nauru,SSP2-4.5,1986-2005,0.00,0.00,0.00
Nauru,SSP2-4.5,2020-2039,0.00,0.00,0.00
Nauru,SSP2-4.5,2040-2059,0.00,0.00,0.00
Nauru,SSP2-4.5,2080-2099,0.00,0.00,0.00
New Zealand,SSP2-4.5,1986-2005,0.00,0.00,0.00
New Zealand,SSP2-4.5,2020-2039,0.00,0.00,0.00
New Zealand,SSP2-4.5,2040-2059,0.00,0.00,0.00
New Zealand,SSP2-4.5,2080-2099,0.00,0.00,0.00
Oman,SSP2-4.5,1986-2005,117.94,122.00,124.08
Oman,SSP2-4.5,2020-2039,134.89,139.43,143.95
Oman,SSP2-4.5,2040-2059,141.71,147.82,160.70
Oman,SSP2-4.5,2080-2099,150.21,161.01,173.44
Pakistan,SSP2-4.5,1986-2005,65.54,67.78,69.48
Pakistan,SSP2-4.5,2020-2039,69.77,78.03,83.66
Pakistan,SSP2-4.5,2040-2059,76.33,82.80,91.46
Pakistan,SSP2-4.5,2080-2099,82.57,93.41,106.53
Panama,SSP2-4.5,1986-2005,0.08,0.15,0.27
Panama,SSP2-4.5,2020-2039,0.24,0.58,0.93
Panama,SSP2-4.5,2040-2059,0.57,0.98,1.90
Panama,SSP2-4.5,2080-2099,0.85,2.25,5.17
Pitcairn,SSP2-4.5,1986-2005,0.00,0.00,0.00
Pitcairn,SSP2-4.5,2020-2039,0.00,0.00,0.00
Pitcairn,SSP2-4.5,2040-2059,0.00,0.00,0.00
Pitcairn,SSP2-4.5,2080-2099,0.00,0.00,0.00
Peru,SSP2-4.5,1986-2005,0.20,0.30,0.41
Peru,SSP2-4.5,2020-2039,1.01,1.58,2.63
Peru,SSP2-4.5,2040-2059,1.62,2.70,5.24
Peru,SSP2-4.5,2080-2099,2.20,5.61,10.76
Philippines,SSP2-4.5,1986-2005,0.67,0.77,0.91
Philippines,SSP2-4.5,2020-2039,1.33,1.58,2.52
Philippines,SSP2-4.5,2040-2059,1.40,2.46,4.24
Philippines,SSP2-4.5,2080-2099,1.30,4.14,8.37
Palau,SSP2-4.5,1986-2005,0.00,0.00,0.00
Palau,SSP2-4.5,2020-2039,0.00,0.00,0.00
Palau,SSP2-4.5,2040-2059,0.00,0.00,0.00
Palau,SSP2-4.5,2080-2099,0.00,0.00,0.00
Papua New Guinea,SSP2-4.5,1986-2005,0.04,0.05,0.09
Papua New Guinea,SSP2-4.5,2020-2039,0.12,0.18,0.37
Papua New Guinea,SSP2-4.5,2040-2059,0.18,0.42,0.93
Papua New Guinea,SSP2-4.5,2080-2099,0.22,0.98,2.40
Poland,SSP2-4.5,1986-2005,0.03,0.10,0.21
Poland,SSP2-4.5,2020-2039,0.18,0.54,1.40
Poland,SSP2-4.5,2040-2059,0.44,0.93,2.88
Poland,SSP2-4.5,2080-2099,0.76,1.73,2.98
Puerto Rico,SSP2-4.5,1986-2005,0.00,0.00,0.00
Puerto Rico,SSP2-4.5,2020-2039,0.00,0.00,0.00
Puerto Rico,SSP2-4.5,2040-2059,0.00,0.00,0.00
Puerto Rico,SSP2-4.5,2080-2099,0.00,0.00,0.04
"Korea, Democratic People's Republic of",SSP2-4.5,1986-2005,0.00,0.01,0.03
"Korea, Democratic People's Republic of",SSP2-4.5,2020-2039,0.02,0.16,0.40
"Korea, Democratic People's Republic of",SSP2-4.5,2040-2059,0.07,0.37,0.71
"Korea, Democratic People's Republic of",SSP2-4.5,2080-2099,0.09,0.67,1.43
Portugal,SSP2-4.5,1986-2005,2.98,3.62,4.21
Portugal,SSP2-4.5,2020-2039,4.83,6.36,8.00
Portugal,SSP2-4.5,2040-2059,6.49,7.86,10.35
Portugal,SSP2-4.5,2080-2099,7.99,11.92,17.32
Paraguay,SSP2-4.5,1986-2005,22.42,26.48,35.14
Paraguay,SSP2-4.5,2020-2039,36.45,47.40,71.76
Paraguay,SSP2-4.5,2040-2059,45.49,58.75,79.51
Paraguay,SSP2-4.5,2080-2099,49.61,78.13,100.93
"Palestine, State of",SSP2-4.5,1986-2005,11.23,12.74,15.13
"Palestine, State of",SSP2-4.5,2020-2039,24.98,28.58,35.66
"Palestine, State of",SSP2-4.5,2040-2059,31.18,36.39,47.10
"Palestine, State of",SSP2-4.5,2080-2099,37.69,52.66,62.60
French Polynesia,SSP2-4.5,1986-2005,0.00,0.00,0.00
French Polynesia,SSP2-4.5,2020-2039,0.00,0.00,0.00
French Polynesia,SSP2-4.5,2040-2059,0.00,0.00,0.00
French Polynesia,SSP2-4.5,2080-2099,0.00,0.00,0.00
Qatar,SSP2-4.5,1986-2005,110.77,114.63,118.38
Qatar,SSP2-4.5,2020-2039,136.37,141.01,148.94
Qatar,SSP2-4.5,2040-2059,142.40,150.03,163.27
Qatar,SSP2-4.5,2080-2099,148.89,164.58,176.11
Réunion,SSP2-4.5,1986-2005,0.00,0.00,0.00
Réunion,SSP2-4.5,2020-2039,0.00,0.00,0.00
Réunion,SSP2-4.5,2040-2059,0.00,0.00,0.00
Réunion,SSP2-4.5,2080-2099,0.00,0.00,0.00
Romania,SSP2-4.5,1986-2005,1.17,1.82,2.26
Romania,SSP2-4.5,2020-2039,3.58,5.13,6.71
Romania,SSP2-4.5,2040-2059,4.83,7.01,11.60
Romania,SSP2-4.5,2080-2099,6.06,11.79,17.42
Russian Federation,SSP2-4.5,1986-2005,0.75,0.98,1.36
Russian Federation,SSP2-4.5,2020-2039,1.70,2.56,4.14
Russian Federation,SSP2-4.5,2040-2059,2.40,3.35,5.75
Russian Federation,SSP2-4.5,2080-2099,3.30,5.03,9.16
Rwanda,SSP2-4.5,1986-2005,0.00,0.00,0.00
Rwanda,SSP2-4.5,2020-2039,0.00,0.00,0.01
Rwanda,SSP2-4.5,2040-2059,0.00,0.01,0.04
Rwanda,SSP2-4.5,2080-2099,0.00,0.02,0.17
Saudi Arabia,SSP2-4.5,1986-2005,127.40,129.78,132.09
Saudi Arabia,SSP2-4.5,2020-2039,145.25,150.76,157.31
Saudi Arabia,SSP2-4.5,2040-2059,152.76,159.28,169.29
Saudi Arabia,SSP2-4.5,2080-2099,160.73,171.22,181.54
Sudan,SSP2-4.5,1986-2005,176.17,179.58,184.51
Sudan,SSP2-4.5,2020-2039,193.61,201.97,213.22
Sudan,SSP2-4.5,2040-2059,200.64,215.66,229.90
Sudan,SSP2-4.5,2080-2099,215.22,234.66,249.51
Senegal,SSP2-4.5,1986-2005,126.02,130.04,133.73
Senegal,SSP2-4.5,2020-2039,149.40,156.53,164.35
Senegal,SSP2-4.5,2040-2059,162.56,171.85,183.22
Senegal,SSP2-4.5,2080-2099,175.92,194.15,210.54
Singapore,SSP2-4.5,1986-2005,0.00,0.00,0.00
Singapore,SSP2-4.5,2020-2039,0.00,0.00,0.00
Singapore,SSP2-4.5,2040-2059,0.00,0.00,0.00
Singapore,SSP2-4.5,2080-2099,0.00,0.00,0.11
South Georgia and the South Sandwich Islands,SSP2-4.5,1986-2005,0.00,0.00,0.00
South Georgia and the South Sandwich Islands,SSP2-4.5,2020-2039,0.00,0.00,0.00
South Georgia and the South Sandwich Islands,SSP2-4.5,2040-2059,0.00,0.00,0.00
South Georgia and the South Sandwich Islands,SSP2-4.5,2080-2099,0.00,0.00,0.00
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,1986-2005,0.00,0.00,0.00
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,2020-2039,0.00,0.00,0.00
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,2040-2059,0.00,0.00,0.00
"Saint Helena, Ascension and Tristan da Cunha",SSP2-4.5,2080-2099,0.00,0.00,0.00
Solomon Islands,SSP2-4.5,1986-2005,0.00,0.00,0.00
Solomon Islands,SSP2-4.5,2020-2039,0.00,0.00,0.00
Solomon Islands,SSP2-4.5,2040-2059,0.00,0.00,0.00
Solomon Islands,SSP2-4.5,2080-2099,0.00,0.00,0.00
Sierra Leone,SSP2-4.5,1986-2005,11.45,13.38,18.75
Sierra Leone,SSP2-4.5,2020-2039,14.09,24.92,35.07
Sierra Leone,SSP2-4.5,2040-2059,15.45,32.44,44.53
Sierra Leone,SSP2-4.5,2080-2099,22.12,43.11,58.58
El Salvador,SSP2-4.5,1986-2005,5.78,7.48,9.77
El Salvador,SSP2-4.5,2020-2039,12.73,17.18,22.11
El Salvador,SSP2-4.5,2040-2059,17.39,25.35,37.84
El Salvador,SSP2-4.5,2080-2099,25.92,42.77,70.42
San Marino,SSP2-4.5,1986-2005,0.00,0.05,0.24
San Marino,SSP2-4.5,2020-2039,0.39,1.31,2.70
San Marino,SSP2-4.5,2040-2059,0.92,2.48,8.61
San Marino,SSP2-4.5,2080-2099,0.75,7.33,20.22
Somalia,SSP2-4.5,1986-2005,40.89,48.00,55.81
Somalia,SSP2-4.5,2020-2039,64.46,74.18,84.91
Somalia,SSP2-4.5,2040-2059,76.07,90.65,112.53
Somalia,SSP2-4.5,2080-2099,87.79,119.41,152.06
Saint Pierre and Miquelon,SSP2-4.5,1986-2005,0.00,0.00,0.00
Saint Pierre and Miquelon,SSP2-4.5,2020-2039,0.00,0.00,0.00
Saint Pierre and Miquelon,SSP2-4.5,2040-2059,0.00,0.00,0.00
Saint Pierre and Miquelon,SSP2-4.5,2080-2099,0.00,0.00,0.00
Serbia,SSP2-4.5,1986-2005,1.96,3.69,4.43
Serbia,SSP2-4.5,2020-2039,6.85,9.24,12.67
Serbia,SSP2-4.5,2040-2059,7.90,11.96,21.35
Serbia,SSP2-4.5,2080-2099,10.01,19.38,27.42
South Sudan,SSP2-4.5,1986-2005,106.45,112.88,122.73
South Sudan,SSP2-4.5,2020-2039,118.92,128.28,143.86
South Sudan,SSP2-4.5,2040-2059,122.61,139.91,158.37
South Sudan,SSP2-4.5,2080-2099,138.42,158.77,185.04
Sao Tome and Principe,SSP2-4.5,1986-2005,0.00,0.00,0.00
Sao Tome and Principe,SSP2-4.5,2020-2039,0.00,0.00,0.00
Sao Tome and Principe,SSP2-4.5,2040-2059,0.00,0.00,0.00
Sao Tome and Principe,SSP2-4.5,2080-2099,0.00,0.00,0.00
Suriname,SSP2-4.5,1986-2005,0.92,2.71,3.09
Suriname,SSP2-4.5,2020-2039,4.09,6.84,17.19
Suriname,SSP2-4.5,2040-2059,6.20,10.75,34.07
Suriname,SSP2-4.5,2080-2099,9.72,19.15,44.11
Slovakia,SSP2-4.5,1986-2005,0.39,0.74,0.93
Slovakia,SSP2-4.5,2020-2039,1.34,2.21,3.78
Slovakia,SSP2-4.5,2040-2059,1.44,3.10,8.58
Slovakia,SSP2-4.5,2080-2099,2.22,5.05,8.89
Slovenia,SSP2-4.5,1986-2005,0.05,0.42,0.58
Slovenia,SSP2-4.5,2020-2039,0.95,1.58,2.68
Slovenia,SSP2-4.5,2040-2059,1.42,2.38,6.54
Slovenia,SSP2-4.5,2080-2099,1.42,3.96,8.15
Sweden,SSP2-4.5,1986-2005,0.00,0.00,0.01
Sweden,SSP2-4.5,2020-2039,0.00,0.00,0.03
Sweden,SSP2-4.5,2040-2059,0.00,0.01,0.11
Sweden,SSP2-4.5,2080-2099,0.00,0.02,0.16
Eswatini,SSP2-4.5,1986-2005,4.02,5.28,6.05
Eswatini,SSP2-4.5,2020-2039,7.50,9.55,12.75
Eswatini,SSP2-4.5,2040-2059,10.56,13.53,16.71
Eswatini,SSP2-4.5,2080-2099,14.25,18.13,25.79
Sint Maarten (Dutch part),SSP2-4.5,1986-2005,0.00,0.00,0.00
Sint Maarten (Dutch part),SSP2-4.5,2020-2039,0.00,0.00,0.00
